0,1,2
#bc8d7e,#3a3267,#f2e6e1
#1d5589,#9aadc2,#0b162e
#a97f8a,#4a3137,#e2e4ef
#322229,#9a5557,#ece9e8
#b8b1b4,#eceef1,#756768
#f4f2f3,#060606,#a1847b
#ac876a,#e0e4e4,#3e2d28
#e0af72,#0e080a,#78533d
#a79179,#1a384c,#10769d
#203d4d,#e9ddd3,#a36769
#eff1e9,#baac70,#3f484a
#1d150f,#664336,#b0b2a3
#cec198,#7d6c41,#46291e
#aa7d59,#282a30,#e6ddc4
#322c2b,#ecd954,#886e57
#bfb8bc,#765d6a,#fbfbfb
#161825,#eff1f6,#7d8193
#322e2a,#a09a97,#fefefe
#b5b8b4,#e4e9ec,#707261
#1e2738,#d6c0b0,#82494b
#9c6b45,#ecdebd,#221513
#801412,#f4f5eb,#a1a760
#34241c,#a3725a,#fbfafa
#16120e,#7f5648,#b9b1a2
#4e5a60,#131817,#e89cc3
#4d5152,#191817,#8a221e
#f6f1f1,#bd798c,#3a2c29
#232524,#d8d3c2,#748d85
#d1bb9b,#8c6d4e,#3c2817
#ede5d8,#d7a332,#191414
#a7a786,#20201e,#f7f7f7
#53332d,#f4dea9,#c9854a
#8f6a54,#2e1c17,#d0c8b3
#e3e0d2,#312420,#a98b62
#a9a08c,#4a4d4e,#101315
#b89989,#722c25,#fbfbf8
#292f2d,#f0efdb,#9fb96d
#d2cebb,#938872,#282724
#121210,#dedcd9,#534d49
#d0a06a,#3d3f3f,#f9f7de
#b09d6c,#75522c,#2c1307
#211916,#f4f3f1,#89a35d
#aab3af,#4a605c,#081113
#15170e,#afb288,#565432
#969a91,#ebecec,#333437
#c1220b,#efb411,#3e4223
0,0,0
#0f0c0c,#9f2520,#cabdaf
#e5a636,#dbd5bc,#624c45
#a96d68,#281729,#f2e2c4
#110e09,#b8924b,#6f5126
#ce7e44,#86abd1,#3c323c
#dcd6bb,#7d6a40,#ef910a
#0c0c0d,#d5d6d9,#5f585d
#806532,#251617,#dcd2a9
0,0,0
#e9d290,#040303,#825444
#0f0f12,#788b92,#3a4853
#c37965,#3d3030,#f2ebdd
#a08a74,#d4b005,#2b304c
#1e2928,#997d66,#227a9b
#614824,#c6a149,#0a0909
#120a3b,#8880cb,#e4a43f
#c5b59a,#211d1c,#68584f
#0e0c0f,#c3bc99,#705333
0,0,0
#483435,#bebcb5,#997260
#0d0907,#cfb485,#6b4f36
#b1aa69,#435362,#1b1f2a
#bb874f,#70441d,#24140e
#ecebec,#697994,#111f3e
#63594a,#bd9d78,#21221c
#eeedea,#332421,#b48054
#e3d9c4,#372d2e,#7d716a
#292929,#8d8d8d,#f6f6f6
#decfce,#a24442,#301e1d
#56738b,#c6cccf,#152539
#9e7247,#301e11,#dfc99f
#eebf86,#a8613f,#35231c
#010001,#6f29bb,#918376
#e1dcd6,#74797e,#38241c
#e6d5bb,#888378,#693023
#0f1a20,#c8cec7,#ac8259
#1e1e21,#a8acaf,#53565b
#e39835,#0d080a,#902923
#6d8081,#1b2124,#a8b6b2
#554a45,#cec2c0,#0d0f0f
#b9b394,#d8d4bd,#493f32
#5d142e,#020000,#ba0133
#5e6d79,#040304,#332d35
#ca5a2e,#2f201c,#b9d5c8
#edac0d,#f2e1d4,#ac530b
#d8aed4,#23192e,#6675a9
#6d3c15,#cda75a,#0d0502
#5d3d23,#110a06,#b78e64
#f9f7f4,#64312a,#ca9d7e
#74654c,#eff3de,#bdc8b2
#4a1f20,#ec815f,#a64a3e
#2b1814,#ca655b,#f0e6e3
#87666e,#362e3b,#dbbbb1
#ebe7af,#0c241b,#7e7a63
#597f5d,#f9f9f9,#18201f
#805120,#122404,#c1945a
#93919c,#f2f5f5,#2c3760
#150b0b,#e8ebf0,#917973
#242123,#f7f5f4,#9b6464
#e6a45d,#853623,#1d0b09
#f6f6f4,#b1a080,#5c3b2a
#f0e9e6,#9f6a28,#0b0604
#2e312e,#eee5d9,#ab9489
#293149,#f6f3eb,#b2958a
#f66b0e,#dddcdd,#2f2d37
#886f65,#e7ddd3,#080506
#334a69,#a2b0b5,#05050c
#4c76ac,#23251d,#9aacbd
#b75b17,#ebb80d,#2d1b14
#331511,#be312a,#dfc597
#29181b,#75423e,#bc9f92
0,0,0
#352c2f,#918181,#130d13
#857d76,#c8c4bf,#342421
#3c6f9e,#070a16,#d8e7f2
0,0,0
#6d6b86,#c9c6d0,#19163e
#c3803a,#a0bcd7,#2f3758
#5c486b,#c89345,#cdc7cb
#191b20,#53577c,#b0c1de
#49362c,#a63c10,#c6bba5
#bbb6a0,#70594f,#2a5a99
0,0,0
#e47840,#ebe4e0,#dd0b03
#48261f,#da7b13,#d4bd9f
0,0,0
#6e3c48,#e89520,#c7c1ae
#f1f3f4,#7c8c86,#2c2322
#776f6e,#d7dbd1,#1c2026
#0b0b0b,#6c524c,#c5b09a
#c27a63,#f3efe8,#67453e
#988f64,#f6f6f5,#080807
#364e6e,#b0b7bd,#bb5d45
#94b1bc,#0d2b47,#a93a31
#742514,#c49d2c,#d9d1ad
#387cbc,#e05e96,#f8f8f9
#cce2f5,#95abc0,#565657
#030201,#8ccbbb,#685d2c
#654645,#171618,#b68780
#486735,#e9984a,#5d290b
#493f45,#c37d50,#e5e5d7
#887164,#bdaa94,#533c37
#d49d2c,#6690ae,#283c54
#424643,#a7a69c,#eeedee
#e2b776,#bf6049,#463c52
#e8e4ba,#589dbd,#86492c
#ebe8e7,#603e2f,#bdaca5
0,0,0
#5a5168,#a9a1b2,#0f1014
#2b393e,#faf8f5,#bb6f55
#a68737,#bcc59d,#3a2c13
#69475e,#a29ab0,#e5e0e5
0,0,0
#343738,#968874,#efecee
#271219,#eee6e9,#af446f
#a67622,#e1b845,#1a140f
#55362a,#ba888e,#f2d77b
#ad6d5f,#f9f6f2,#2d2423
#0d171a,#a0aaab,#626e6f
#b8bbc1,#5e4f58,#231d22
#4976b6,#c0cdd7,#d8b78a
#ccb895,#2e1e17,#896640
#ca9b1b,#e4d6a9,#572016
#381d1e,#e0bbaf,#b5573f
#c9a450,#eddbb5,#443723
#bcbcc0,#d96135,#295d89
#463a62,#e92c28,#dbc29c
#b5cbd3,#3d7382,#0b212b
#291a18,#8b5439,#d19e72
#17428b,#cd6977,#070505
#ad6972,#3f2f2a,#dfbbb0
#af9564,#98d8f2,#413629
#b1b7b4,#242f3b,#677b89
#8f6453,#ddb29c,#24161e
#309dda,#a6d0eb,#555941
#c3c6b6,#bd9d1e,#253432
#bcab9e,#523a34,#ede9e3
#d9c87c,#0c1112,#415a61
#e4c48c,#805331,#19120e
#3c3834,#c7c6c6,#878888
#7b6557,#261312,#cfc5b5
#dbd4c1,#102c14,#b44e29
#80705b,#c8d0cc,#333525
#faf9f9,#9f3733,#ab9797
#623a1f,#ce814c,#f9ead6
#463837,#a6a39e,#e9eeeb
#bb8868,#3a271c,#f2f1f0
#3286b7,#0f0e1b,#cde4ea
#483a3a,#d9c2b5,#8b766c
#986457,#2e2825,#ede9e2
#f8e7c5,#e3b26b,#9d4423
#5a5f5d,#272825,#0b0c0d
#eae9eb,#373a41,#b1acb0
#231f28,#836a64,#f6f4f0
#252020,#bba8a8,#884f3a
#475675,#728bae,#22272f
#d0c461,#361515,#8d4428
#32333e,#8d7875,#ded3cb
#1d0e05,#dda520,#5a4284
#eddbce,#a87b6e,#42383c
#171c22,#f1f0ea,#868379
#149ecb,#8f6755,#71bed1
#fafafa,#767075,#988f92
#813a2b,#bba158,#faf9f8
0,0,0
#0c0805,#f4ec82,#a47d39
#e4cc76,#342529,#85593d
#dad9dd,#b6b4ba,#060607
#7a4e39,#c1af95,#080505
#e75426,#ddbc51,#904e2e
#100b0e,#804457,#c4bbc9
#d09e39,#e7e0e1,#283130
#c4c7d1,#747673,#17171e
#211c14,#d4ccb2,#8c7746
#849daf,#ebefee,#4f3b34
#543b34,#978282,#d5d4d9
#171109,#cc8d35,#f6bd6b
#a98462,#f1ede8,#3c332c
#dfd1c7,#954a22,#422814
0,0,0
#b97c46,#221c1e,#f2dda7
#f04826,#204262,#e2c29c
#793132,#d9763b,#e5cfc5
#9e1624,#d5c18d,#120e0e
#e0dddf,#423e3d,#8a8988
0,0,0
#2b2c11,#aec6e6,#97714f
#cfceca,#41636b,#0b1215
#6b9877,#453a24,#cd9a3f
#51453d,#b3ada4,#241d16
#dda50c,#98787a,#4e2419
#d5e2ea,#062736,#467c90
#88432b,#c0bc92,#f7faf4
#302f29,#847d6f,#e8e2df
#974540,#030203,#312a2e
#b49a81,#0b0707,#4e3933
#755849,#bab9b4,#161512
#47352d,#c69882,#f9f8f9
#96251f,#070304,#9ca6bd
#1c1429,#d3cada,#716082
0,0,0
#bbbe9e,#3c5552,#070f10
#695a53,#b6a49e,#2b2525
#ecedee,#43441c,#a9aa98
#9a4846,#241313,#ca9189
#d7bf92,#100b09,#a44935
#c5cfd1,#34303c,#c2995d
#9fb3ce,#2c2f3c,#0d75b8
#be8948,#efedde,#1d180d
#fdcc0a,#8e775d,#f2f0ec
0,0,0
#7ea463,#445f46,#dae1b2
#f5efe7,#caa387,#5a342b
#415347,#637a77,#acb9b2
#556242,#fbfbfa,#9da68d
#563e2c,#bf927c,#0a0907
#151413,#c35c47,#f8f4ed
#e2ebee,#4e829d,#a4b1b6
#f1ea18,#0d1008,#9c7e1f
#ebdfdd,#b4908b,#382729
#8b684a,#e3c69e,#92bcaf
#1c2126,#b8bbb8,#56798c
#954450,#e0d5d3,#513233
#262b47,#cab8aa,#85454c
#e9e3c4,#8c150f,#b18e74
#ce5a79,#140c14,#683068
#543f39,#e4d9cf,#dc8126
#f4c764,#090101,#91341d
#b89b6e,#fad10b,#2c2019
#81787e,#531b1a,#dbd7d7
#9bcde4,#727e92,#272730
#dbc7a2,#96653b,#2f160e
#9e9c7c,#c5dedb,#1c434c
#767399,#f3f1f4,#1f2026
#ebf2f7,#2c345a,#9b7c86
0,0,0
#c4833c,#dfd6c8,#5e3a18
#84888b,#cfcfcf,#2e2e30
#297170,#b2c6d1,#d7a220
#141a32,#dbcfbc,#7c7973
#f7f4f3,#a97b75,#231928
#c5b480,#100a07,#764326
#d7d7db,#050606,#3c3737
#292626,#903c3d,#d1cdcc
#c4cedf,#323536,#6f7c7c
#c7b1a5,#fcfbfb,#785446
#9f7569,#dbd4cc,#363539
#1a2b3d,#e0d2ad,#95805e
#c5c8c9,#3e221d,#797069
#cddee4,#2c2d30,#b88557
#d6c6b5,#845d45,#412414
#685b39,#bca680,#18150c
#623723,#e7d8b7,#d94015
#65432a,#a99a7d,#120d0d
#c7223b,#cdaea6,#f2be0c
#dfd8c6,#544d4b,#1b1a19
#90a080,#344032,#d53639
#886568,#d0c1bd,#232529
#725d50,#271b19,#a59e96
#2f2824,#7e6d60,#c6b8ab
#342c2e,#807b7d,#ebeaea
#f5f1f2,#190f11,#c54e4a
#ede5da,#c17744,#16356f
#96819a,#f1e5f4,#483943
#332926,#faf9f7,#b38f6c
#386b73,#050609,#20292d
#895c29,#b7bee3,#f1f3f3
#f1ee7a,#20110e,#a66342
0,0,0
#886152,#ece2d5,#d3102e
0,0,0
#a21b1b,#d1aea3,#090304
#a47745,#03031a,#432b2e
#f6f4ef,#151213,#ac8664
#f5ead8,#908a80,#1b2a3a
0,0,0
#55352d,#c3ae8b,#d9970b
#3e3324,#876231,#e4ab32
#41343b,#c2754d,#7b9ad9
#d8d6d0,#6d6360,#be2229
#0c0d11,#7e5e3b,#f6eed9
#ddd1b2,#9c483a,#0c0606
#cca597,#854037,#181117
#ad9783,#d6d9d2,#6e433b
#111a27,#99aab8,#4f6274
#7284b4,#eef1f6,#182146
#f3f1ee,#454449,#bda798
#392b33,#b37d85,#f1f0f0
#35372e,#eeeeed,#838577
#caba9b,#060d27,#5c5a55
#131c29,#2d4162,#60759b
#9a7343,#f1e4c3,#271c09
#d9d9d9,#737880,#23272e
#f8f5f6,#a8805e,#231a21
#c1352c,#dfa988,#180f0c
#83a2a4,#c27225,#3a251d
#81745a,#261f1c,#cbc8b6
#37312b,#7f736b,#b3a7a1
#795824,#dfba48,#14120d
#4a3932,#c36344,#fbf9f9
#c9beb1,#100b0a,#69635e
#ba8556,#dcbb86,#503931
#42352b,#bdb7ce,#986e5a
#d9d9d9,#505a60,#05090c
#e8e5c2,#bfb099,#9b8978
#070404,#a81d07,#e09e61
#9a5b53,#ddd5ce,#090708
#b37d63,#f7f5f4,#411e1a
#00a0a0,#000606,#00fdfd
#c0bfbf,#050607,#4f5b68
#826731,#060502,#f8a50f
#cacdd0,#f9f9fa,#1b1a19
0,0,0
#d3ab5a,#4b3737,#f2efeb
#2f79a9,#cbd0c5,#39323c
#d48925,#28130a,#f3e0b9
#f6d813,#634610,#dd697d
#fce190,#bc732c,#452612
#2693d3,#c2c0bf,#3f373e
#151920,#dcdbe2,#7a5d48
#705256,#050c0f,#d0d2d1
#284dd7,#771d25,#ccb48d
#a98573,#3f363c,#f8f2ed
#804119,#1a0703,#dcbd93
#9b1c26,#1c0e19,#cda27f
#14120c,#875e36,#e3bd7b
#4dafca,#127a7a,#0e0f28
#041111,#897c6c,#f0f0ef
#3a2325,#a32528,#040607
#a8b4b0,#545658,#1a1f1e
#a45f3c,#26140f,#ebd0b1
#ebebeb,#93908f,#332325
#f7f5e6,#261713,#b17d2a
#202e3e,#9cb4d1,#416892
#0e0a02,#8a4f19,#eccc9d
#753734,#a4b7a5,#151111
#ede8c5,#a5a174,#34352a
#c3cfcc,#4e7cb0,#b6155e
#382418,#b1825c,#f0efeb
#c1c1c2,#151e26,#5c636a
#f2f2f2,#0d0d0e,#686a6c
#f2f1f0,#483028,#bf917b
#090f0a,#b5925c,#a42e18
#2f2e30,#777a7c,#ced3d4
#eadeb4,#211912,#af5d35
#150f0d,#ddd2c4,#897261
#2c1f1d,#c4dbd6,#816155
#dfddd3,#6e8f8f,#38474d
#2e2e2b,#806561,#dededc
#32171a,#e6bfbe,#b24f57
#cfb086,#faf9f4,#886743
#d6c5b2,#492e2f,#916958
#274975,#aeafb4,#533534
#311008,#8e4824,#d8a96c
#272113,#8f7e60,#dfdacb
#6f2b22,#e4dddb,#060606
#050d1a,#42616f,#b3ccd0
#f0d37c,#b87136,#351e16
#6a6358,#9a9387,#080808
#111015,#60667a,#bfc5cd
#bd0101,#8f8f8f,#151414
#b8745d,#23516b,#f8f9fa
#ece2d3,#b09b89,#4c3c33
#b97f5c,#f6efe7,#39271e
#441615,#b36454,#040000
#c6b581,#4c6387,#2b2b39
#90888c,#272e36,#8c3c2f
#73a4cc,#313139,#cfe9f9
#b4bdc2,#13181a,#4e585b
#4f362f,#885b3f,#c8b6ac
#838376,#302f25,#caccc5
#e5dcd5,#7b6a66,#181615
0,0,0
#eceaec,#06040c,#ba4241
#453e3e,#9e9087,#090909
#787153,#c3b9af,#302b2d
#f9f7e7,#d2a63f,#39291c
#c8b490,#23261d,#7e6d49
#f1f4f2,#cdbd9a,#3c2816
#5ea4bd,#194995,#0b2131
#907b53,#e7d215,#ece4ad
#96774b,#2a321f,#6dbede
#42494c,#0d86a9,#918483
#ae906a,#efebe9,#311d1f
#e9e8e7,#8d8996,#57363d
#d2bc9b,#95694b,#432113
#d39673,#1e1a14,#1210b1
#eae2d1,#ab8565,#3e3441
#68544c,#c3b8b0,#0b0a0a
#c7aa94,#ae2e31,#291817
#a57c4c,#110d0b,#e1e5d4
#8d8779,#d6d7d3,#393830
#c0bcba,#1a1816,#5d4e4a
#a3ad97,#364b6a,#eef1f3
#cdd1bb,#6a7151,#13170f
#0a0a08,#d8d8ba,#7c7c68
#f8f7f7,#ada5a3,#5c4f4e
#beb39a,#f1b709,#241f1d
#d6bc90,#b37539,#290804
#e5d6bb,#413437,#6d5491
#b13628,#d9a450,#191211
#cf6339,#f5c34c,#5f3925
0,0,0
#4aa2af,#6c4833,#e2e0a1
#cedbec,#674a49,#c19c91
#483e48,#b28d63,#141415
#090a0f,#634a48,#d3bdb1
#5e2608,#efd697,#c5832c
#49666c,#0e191b,#c0c4c0
#774938,#cab09d,#faf9f7
#4d3930,#ab9787,#fafaf1
#9a8b93,#485b86,#d4d4e1
#aa5b4d,#191114,#e6bea6
#270d08,#a56454,#f3f1f0
#995133,#371a10,#d9a980
#f9f8ee,#32100a,#d17f26
#c99243,#ecfaee,#add7ea
#933e38,#120c15,#e5ac84
#a67432,#31438a,#f1d748
#2b4127,#b56b16,#f9f3d6
#aa9b98,#f4f4f5,#3f353e
#b9bbc3,#452c29,#fbfcfc
#170504,#a49a9b,#953230
#282521,#9c9171,#f3f3f1
#4d6a81,#d6d6d7,#131d25
#6c77c5,#c42d3e,#291f2d
#1a1716,#ce853c,#999795
#31433f,#677f7b,#080807
#1b171a,#d5cac0,#7e5351
#0c132b,#3b769d,#bbd5e7
#c3c1b9,#272925,#6a7069
#413228,#976f66,#c9bab6
#e3eaed,#5e575b,#92a7aa
#3e2826,#f3e8df,#c47663
#2f2425,#dfb7ba,#d11728
#f9f9f9,#cdcdce,#757373
#e4e5d7,#141d11,#767f53
#cdaf9e,#5e3c2f,#180f0c
#251411,#faeeeb,#e17e31
#cfcecc,#686359,#0d0d0c
#040304,#b3adae,#504948
#b89237,#e4d1ab,#35250e
#b7b3a4,#060707,#496353
#202331,#197aaa,#b7996f
#aa8276,#442623,#ead8d2
#c2b69f,#c84a34,#5aae8d
#4a2f15,#ebf2f3,#8594ba
#b4bcb1,#314428,#6d7b5f
#110f10,#c9d5d6,#685758
#34392d,#c6bc96,#82816a
#0f0906,#7a5032,#caa690
#e1a53a,#211618,#e0d1b1
#13100a,#423824,#988854
#312e26,#a5a8a4,#6b6862
#120e0d,#b7bec2,#665a4b
#130d0c,#815f43,#e2ccb4
#7f695e,#c1b9b0,#322126
#1a1c25,#575b70,#cacdd0
#512c1a,#92734c,#a7b9b7
#120c0b,#884c3e,#d5c5b2
#1d120d,#8d744c,#ded9c7
#e5e4e3,#8f7d7c,#472633
#231a16,#d1c6bc,#88573a
#e2e1d5,#645642,#8ca4a0
#f1eeec,#05090b,#625551
#c1a363,#793a2a,#f9f9f5
#a63b22,#1a0a06,#e8ceb0
#8f6e59,#d8c8b8,#1e150d
#f7f2ef,#9a352e,#030202
#1c211f,#b2b0a8,#399de4
#3c4754,#04070c,#bdc2c7
#211b1f,#726b69,#e5da64
#898778,#101211,#f4f5f4
#e2c2a3,#7a695a,#201a1a
#8c6965,#d5dee1,#2c2b30
#c39f88,#79503d,#1c1110
#111615,#b9b187,#645746
#8a5d22,#25180a,#bfb88f
#c8a396,#0b0808,#744e48
#fdfcfc,#912a2d,#cfc3c6
#0c0917,#444379,#c6b7b8
#ebd395,#c85b19,#190b08
#cbc2c4,#2d242a,#6c6267
#632d3a,#6c93b9,#d1e2e8
#f7f7f6,#100a0a,#b46b39
#f7f4ef,#b59c80,#86352e
#e1d1ac,#3f3029,#dd8732
#a58872,#14100e,#4a3326
0,0,0
#cfd6db,#5c494d,#080809
#b18973,#ebebe0,#303d44
#161716,#716f57,#eae7cf
#faefbd,#33190b,#b46e38
#888276,#d7d5ce,#25231e
#22192e,#b96945,#dfccbc
#7c6048,#f6f5e0,#d7b486
#6a5046,#a7958c,#cac1c0
#af1314,#040101,#aeaeab
#e3bb4b,#40262b,#4478a9
#735548,#c6cbbc,#020201
0,0,0
#9e2c0a,#160404,#f5c429
#89590e,#8a9ba9,#364a9a
#070a0b,#3f7472,#bcd8df
#e8cb5b,#bbc1ad,#f2ac34
#e9d8b5,#22262e,#a79587
#e4e2e3,#3c1f13,#9e7861
#100c0f,#b5bbbd,#665956
#5c785e,#d16b8a,#bfc4d1
#6b5f49,#c5cac0,#121718
0,0,0
#48544a,#e9c8d0,#8fa7b2
#46242d,#bb718a,#eeedec
#88723f,#2c1e0f,#d5bfa1
#8bcad7,#daecf0,#3ba7ba
#e5edf0,#532b2e,#afa19d
#e186ab,#efe2ef,#846c78
#e7dacf,#663013,#c78b51
#8e5463,#e7b5c7,#1b1016
#1f4fde,#4d175d,#72bbcc
#aaa97e,#30616c,#e2ddd1
#c46852,#f2eeec,#3d3b3d
#e3d7bc,#1f60a8,#853b1a
#211c1a,#baad9b,#615649
#170d06,#dab588,#66391d
#3981b2,#392933,#a9bbbc
#ad6e2a,#2d211d,#c3abae
#8b8885,#313030,#d6d5d1
#5f3334,#9d9da2,#160d0d
#cddbe2,#392f2d,#9a8c85
#f8e7e7,#d01c23,#0d0505
#0f201c,#8a4e18,#e6a82c
#0f100f,#463244,#b96f2e
#a34744,#140a09,#d5bba2
#914b5d,#260f16,#e4b2b9
#dab188,#9a7454,#3b2e2d
#bb4539,#f7e6d9,#200606
#e1d9bc,#292f2c,#7b7f6a
#82512f,#15170b,#d1b588
#7f756a,#e6e1dd,#2d2c1b
0,0,0
#16211f,#c1d5ce,#546e69
#d2a97e,#443526,#9bd6ef
#e3dcc4,#458267,#122e1c
#faf9f9,#a39999,#0e0a09
#c3bdc4,#433e39,#8c8688
#774e54,#1e0e17,#d5b4a3
#f7f2ec,#d39c73,#603a2f
#0a0909,#515151,#b7b7b7
#959378,#e5e2d3,#0f1510
#9a633e,#492917,#dead76
#5e3e36,#f5f2f4,#b7927e
#c9d3c1,#111212,#6c8073
#19141e,#3b447d,#a8b0d2
#767174,#201c1a,#ded9ce
#ae3b19,#0c0603,#ddc9b9
#823e2d,#b29d96,#2c1310
#c7b19f,#55504d,#0f1014
#bfcbda,#498cde,#303332
#2a1813,#aa968e,#6d544c
#110e12,#f9f8f8,#a4878c
#653939,#b7a497,#f9f9f8
#121419,#880016,#8591a9
0,0,0
#953d33,#130d0e,#d5c38b
#251d15,#d6dcda,#996840
#9c9ea8,#23222b,#c4c6d0
#1995f0,#615d54,#0a25d4
#48640f,#cedee0,#5791d6
#f4ead5,#7e4e31,#cfa578
#1c1728,#c1aba4,#4d557b
#f5ece2,#f36e12,#54332c
#343136,#78b9de,#cd9475
#5c4749,#fcfbfb,#bba8a6
#2f1e2f,#d12254,#d9a2a4
#689ab2,#0e213a,#e5f2f7
#944d49,#14090a,#d8bcb3
#393243,#eee6e5,#b8756e
#dbd3d4,#917d7d,#27272a
#efb511,#3e4223,#c0230b
#fafafa,#37423e,#a2a273
#dadcda,#a38065,#35392e
#c77c4e,#7b3e2e,#231d1e
#4f7578,#111a32,#d5cba0
#968865,#e1de09,#2d2e27
#a4332e,#eeece7,#401212
#412e2b,#dab5a0,#8c6b54
#8a552d,#1e1614,#d3bb83
#352f2d,#b18e63,#c5d3e2
#be7931,#4f1d0e,#f7ef9d
#0b0f18,#2474a2,#d1e9ef
#a89033,#c6b9b7,#423d50
#c2a08a,#f4f0ed,#432623
#cf8cb2,#8a4b6e,#f9e9f1
#a77757,#e2d0b4,#3b2824
#2d2627,#bd7547,#eeedee
#110806,#b8b5ab,#aa5e2e
#cf2f31,#e3dfdf,#2a2221
#6d5760,#d1b8a6,#19121c
#5c444d,#95b4a1,#283928
#ebe8ba,#c2bb7b,#5c3823
#964240,#2c44cc,#eeeee2
#6c4324,#d2ac5c,#0e0b08
#f4f2f1,#aea0a1,#a14a39
#5786ad,#102c42,#d3dde8
#f1e15e,#d9b502,#18160c
#805444,#dcc096,#16100e
#cac9be,#353c3b,#817a71
#794853,#d4ad88,#13273b
#efefef,#a18f85,#1f1b18
#0b0909,#f5f1ef,#7b6862
#ddd8d4,#2c2b2e,#8e625e
#3e3430,#d4c788,#8c6b4c
#d1d4df,#130b0f,#8b7576
#c7cea6,#93a977,#4a4b39
#021208,#bec0be,#0b4a30
#9a98a2,#5c5a66,#252229
#619cb4,#d5d9dd,#7a5e2c
#151116,#7c4835,#aa9fae
#4e4d45,#151512,#a2a097
#4a4941,#c1bbac,#050606
#b56d47,#3c1718,#dfcba4
#d3e5e8,#8ca09b,#893930
#7a866a,#2c2d20,#d2dcbf
#e6d7b1,#8d8d52,#fcf9f4
#f8f0eb,#ca06e3,#b9453e
#deb161,#9d4a24,#3b1512
#2b2d32,#da9354,#c8cfd1
#f3f5f4,#6c3532,#d8c61c
#c3c1be,#1a1614,#666260
#615d53,#a7a399,#d6dad8
#c9bebc,#0b0808,#68544c
#d5c5b0,#050303,#7e3633
#3b3534,#d2ccc6,#877a73
#924023,#053d3d,#da9c83
#f9f2d7,#d88d3a,#240c09
#d8b85d,#fbf8e7,#6d4516
#d2be9f,#63727b,#241e1d
#888a81,#0c1218,#414950
#a3b1c5,#091526,#36567d
#918b8c,#30353d,#020304
#fbfaf9,#b18696,#45306a
#887462,#d3cdc1,#2c1a13
#1d1a18,#5f5a56,#d0ccc9
#6a625c,#8f8d8e,#2f2829
#64a0d8,#4e2b35,#e27f41
#f2ab43,#241616,#bd6130
#171d29,#747583,#e8e9ea
#cfa891,#261419,#735047
#b49383,#472c25,#efeeef
#f9f6f6,#bf9a87,#5d3837
#b07051,#5d3e1a,#c5d3e3
#bd3b37,#231321,#e5c8a0
#4d4335,#b3a47e,#f4f2ed
#4c311a,#040302,#84754b
#120b05,#82492b,#ceb486
#e6e3d4,#aea8a6,#563d3a
#f7f7f7,#0f1214,#8b8383
#3b1f1c,#c8b199,#f9f8f3
#b49375,#534035,#0d0d13
#271410,#f4eeb8,#b45a41
#c3ad7c,#f9f9f8,#452a40
#dcb636,#765b4c,#110d0d
#111214,#403f41,#a69e99
#486f99,#eeeded,#ac4627
#b5c6c2,#120c0d,#895c48
#7c6e62,#c8bba2,#2a2828
#372821,#f1f0f0,#b7897a
#bca498,#3c342b,#fafaf9
#ababb2,#111520,#435674
#552a27,#f1efed,#a0877e
#b18f59,#d3cbbd,#362b25
#060508,#c2c6d5,#5b494e
#766150,#b69f84,#2f2219
#f9f9f9,#050303,#745050
#ee282c,#d8d5d7,#47373b
#32211b,#b77641,#eee9ce
#b9babc,#666661,#1a1817
#251d13,#f0ab7b,#c24b5d
#edf5fa,#9ebae4,#413d4a
#261a15,#f0e5d9,#b8714f
#f6f3f3,#786871,#db6860
#d6c78b,#857147,#433926
#9c7977,#f1f2f3,#28171a
#cab3b4,#241b1a,#a24d4a
#102227,#697470,#bdc2b1
#b3b1b3,#3c3940,#ebeaeb
#e5ce85,#705323,#110c06
#bda18f,#f8f7f7,#5b4a58
#11100d,#7e7762,#d0cfcb
#240b06,#743a25,#c87d50
#9e9d99,#bcae1d,#25232a
#1e150f,#ccb296,#755b3f
#231007,#a34e1f,#e9e1ca
#77a193,#2b5b60,#091827
#3f5b63,#1c2c2f,#81969b
0,0,0
#131213,#d4b6a7,#5d5152
#799d84,#2b2f2d,#e8edde
#201917,#cbc4bd,#705b57
#070404,#7b3733,#beaea3
#442823,#e23132,#e3c17e
0,0,0
#4a94c7,#3d1f1f,#cd9a75
#5d6b7b,#d6cec1,#16293d
#262c22,#8a9b78,#f4f5f2
#ac303c,#1a1011,#886d69
#14151e,#d5b498,#515265
#878076,#130d0c,#473c32
#010405,#16403e,#8bb090
#537067,#9cb2b6,#131d1b
#ebddcd,#af9c97,#584d5a
#bc9772,#1b5370,#e1dbd2
#3d2925,#dacbb9,#a06f5a
#351b0c,#f3bf03,#f0edd9
#d9d6d6,#7e5b54,#0a0a0b
#512f1e,#8f7a6e,#090605
#3e464b,#0f1315,#878d92
#0a0806,#413224,#7b7062
#5bb4e4,#e8c53f,#382617
#ecdb80,#3a2729,#c75544
#222327,#8f8e98,#f0f1f3
0,0,0
#67252f,#f6f9fa,#9d809a
#aa9c8b,#4e4341,#dbd9d1
#cb742f,#160d09,#87381d
#180e0e,#d9d4d1,#856861
#d6bcb5,#352235,#7d82a0
#d6c098,#362b1c,#816645
#8e9e4b,#cdd5a5,#405d25
#0c0a0b,#c7b6b7,#514243
#af8e5f,#4c2616,#e5e0d6
0,0,0
#b8b8b8,#fafafa,#141415
#5f7892,#3c3b2d,#9eb2c5
#232321,#cca878,#71523a
